source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,elevation
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4931,06/16/2013 12:00:00 AM,,"Pithoragarh-Ghatiabgarh Road, Uttarakhand","Between June 15 and 17th. ""Extensive damage has been done to lives and property due to torrential rains, cloudbursts and landslides between June 15 and 17. Vital road and infrastructure has been destroyed.... A number of bridges have been washed away or irreparably damaged,"" the official said quoting a preliminary report from Uttarakhand. At least 50 major landslides occurred at four stretches -- Rudraprayag-Gaurikund, Rishikesh-Joshimath-Mana, Rishikesh- Dharasu-Gangotri and Pithoragarh-Ghatiabgarh,"" the official said, adding these stretches alone saw 40 major formation breaches. Rishikesh-Joshimath-Mana road, which leads to the famous Badrinath shrine, has been quite seriously affected and ""beyond Joshimath, up to Mana, serious damage has occurred. Two offshoots - Simli-Gwaldham and Joshimath-Malari are closed,"" the official said, adding that as far as Risikesh-Dharasu- Gangotri road was concerned, ""road beyond Dharasu is a major concern."" On Tanakpur-Pithoragarh-Jauljibi-Tawa","Pithoragarh-Ghatiabgarh Road, Uttarakhand",50km,landslide,rain,medium,unknown,0.0,,,,,glc,4931.0,India,IN,Uttarakhand,7331.0,Dhārchula,11.27172,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.417,29.7986,739
Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMjA2OQ%3D%3D,9966,09/05/2016 06:04:00 PM,,Landslide in Wokha-Merapani Road,"n Wokha, the District Disaster Management Agency (DDMA) has cleared massive landslide on Wokha-Merapani road that occurred in the wee hours of Monday some 10 kms from Wokha. The landslide blocked all traffic along the Wokha-Merapani state highway, the district’s lifeline.","Wokha, India",,landslide,rain,large,,0.0,0.0,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.257523,26.092493,1363
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4982,06/25/2013 08:00:00 AM,,"Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.","Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4982.0,India,IN,Tamil Nādu,31364.0,Kangayam,6.03885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5947,10.9628,269
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4983,06/25/2013 08:00:00 AM,,"Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu","The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.","Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,4983.0,India,IN,Tamil Nādu,31364.0,Kangayam,6.03885,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.5947,10.9628,269
www.myrepublica.com,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=58134,5102,07/14/2013 12:00:00 AM,,"Rapti Highway, Salyan District, Midwestern Region","Vehicular movement has remained suspended along the Rapti Highway in several districts of the Mid-western region for the last six days as sections of the road remain blocked due to landslides triggered by incessant rainfall. Following landslides in over two dozen places along the highway in Dang, Salyan and Rukum districts, vehicles have stopped plying the road, leaving hundreds of locals facing hardship.","Rapti Highway, Salyan District, Midwestern Region",25km,landslide,unknown,medium,unknown,0.0,,,,,glc,5102.0,Nepal,NP,Mid Western,0.0,Salyān,5.98979,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,82.1847,28.4311,1133
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5122,07/17/2013 12:00:00 AM,,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",50km,mudslide,rain,medium,unknown,0.0,,,,,glc,5122.0,India,IN,Nāgāland,92113.0,Kohima,19.79639,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9413,25.7658,808
www.myrepublica.com,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=58134,5103,07/14/2013 12:00:00 AM,,"Rapti Highway, Rukum District, Midwestern Region","Vehicular movement has remained suspended along the Rapti Highway in several districts of the Mid-western region for the last six days as sections of the road remain blocked due to landslides triggered by incessant rainfall. Following landslides in over two dozen places along the highway in Dang, Salyan and Rukum districts, vehicles have stopped plying the road, leaving hundreds of locals facing hardship.","Rapti Highway, Rukum District, Midwestern Region",25km,landslide,unknown,medium,unknown,0.0,,,,,glc,5103.0,Nepal,NP,Mid Western,0.0,Salyān,37.5595,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,82.4393,28.6202,984
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5123,07/17/2013 12:00:00 AM,,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",50km,mudslide,rain,medium,unknown,0.0,,,,,glc,5123.0,India,IN,Nāgāland,92113.0,Kohima,4.81849,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.0885,25.7131,1413
Hindustan Times,http://www.hindustantimes.com/world-news/bangladesh-landslides-toll-rises-to-144-rangamati-worst-hit-with-105-deaths/story-ff8brJNydyWSdlAWfuMXWO.html,9943,06/13/2017 03:17:00 PM,,5 landslides hit port of Chittagong,5 landslides after 3 days of torrential rains. 33 people in port city of Chittagong killed.,"Chittagong, Bangladesh",25km,landslide,continuous_rain,large,urban,33.0,0.0,,,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.83258101,22.35037081,38
Nepal Mountain News,http://www.nepalmountainnews.com/cms/archives/99687,9985,09/06/2016 06:52:00 PM,,Landslide in Paintedanda,"Four children of a single family were killed and two others were injured when a house was swept away in a landslide at Paintedanda near Kharanephant in Lekhnath Municipality-4 of Kaski district, on Wednesday night. The deceased have been identified as Salman Sunar (3), Anjeela Sunar (7), Rajina Sunar (10) and Nishan Sunar (14). Two others who sustained injuries are Sabina Sunar (10) and Kabita Sunar (25). According to police, the house belonging to Chandrakali Bishwakarma was swept  at about 11:45 pm last night killing all four children who were sleeping in the same room. Two others who were sleeping in another room had a narrow escape and sustained injuries. Among the deceased, the toddler Salman had recently come to visit his maternal home. The disaster has also destroyed two other houses in the locality while as many as 10 houses are at the risk of being swept away by landslide.",Paintedanda near Kharanephant in Lekhnath Municipality-4 of Kaski district,10km,landslide,rain,large,,4.0,2.0,,https://i0.wp.com/www.nepalmountainnews.com/cms/wp-content/uploads/2016/09/Paintedanda-Lekhnath-Municipality-Kaski-landslide.jpg?w=600,,,,,,,,,,07/05/2017 06:52:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.069015,28.145796,683
WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9984,07/01/2017 04:00:00 PM,,Landslide along Wokha-Merapani road,Landslides (this is the second) at along Wokha-Merapani Road isolates Wokha from Assam State. Following downpour on night of 7/1.,"Wokha Sadar Sub-District, Wokha, Nagaland",5km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.24416766,26.1445447,1274
BD News 24,http://bdnews24.com/bangladesh/2017/07/06/child-killed-in-coxs-bazar-landslide-another-swept-off-by-floodwaters,10000,07/05/2017 07:39:00 PM,,Fatal landslide in Ukhia Upazila,"Landslide amid heavy rains collapses wall of house, buries family. All survive except for one boy","Ukhia Upazila, Bangladesh",25km,landslide,continuous_rain,medium,natural_slope,1.0,,,,"Rest of family injured, unsure of number",,,,,,,,,07/06/2017 07:39:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.10434768,21.23699085,28
The Tribune,http://www.tribuneindia.com/news/nation/7-year-old-girl-killed-by-landslide-at-guwahati/431122.html,9940,07/03/2017 03:17:00 PM,,Landslide in Panikhaiti kills girl,"Incessant rainfall triggers landslide in Panikhaiti, landslide kills girl walking to school. Also damages three houses.","Panikhaiti, Kamrup Metropolitan, Assam State, India",1km,landslide,continuous_rain,medium,natural_slope,1.0,0.0,,http://images.tribuneindia.com/cms/gall_content/2017/7/2017_7$largeimg03_Monday_2017_171821002.JPG,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.87202793,26.20450454,138
Daily Sun,http://www.daily-sun.com/post/237861/Hillslide-again-strikes-Rangamati,9941,07/02/2017 03:17:00 PM,,Landslide blocks road,"Chittagong-Rangamati road blocked by landslide, heavy rains in area for around 24 hours prior","Deppochhari (??), Rangamati Hill District, Bangladesh",50km,landslide,continuous_rain,small,below_road,0.0,0.0,,http://www.daily-sun.com/assets/news_images/2017/07/03/Hill-slide.jpg,,,,,,,,,,07/03/2017 03:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.03513581,22.77997113,90
My Republica,http://www.myrepublica.com/news/4968/,9950,09/02/2016 06:04:00 PM,,Landslide in Taplejung,"Three members of a single family died after landslide buried their house at Taplejung district last night.   The deceased have been identified as Bimala, wife of Tika Magar and sons—Manoj and Lalit, of Taplejung Municipality-2.   The incident took place when landslide occurred above the house buried them following torrential rainfall from Friday night.","Taplejung, Nepal",25km,landslide,rain,large,,4.0,10.0,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.640957,27.513641,2431
Imphal Free Press,http://www.ifp.co.in/item/1610-landslide-at-mao-gate,9974,07/04/2017 04:00:00 PM,,Landslide blocks road,"NH-2 blocked around .5 km towards Imphal from Mao gate. Traffic movement initially restricted, then banned by district until 14:00 on 7/5. Following heavy rains.","AH1, Mao-Maram, Senapati, Manipur, 795150",1km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.12901274,25.4976444,1733
The Himalayan Times,https://thehimalayantimes.com/nepal/pasang-lhamu-highway-obstructed-landslide/,9963,09/04/2016 04:00:00 AM,,Pasang Lhamu Highway obstructed following landslide,"A landslide at Sisneri of Nuwakot has obstructed vehicular movement along the Pasang Lhamu Highway in Nuwakot district on Sunday morning.  Vehiclular movement along the Highway, which connects the Capital with Rasuwa and Nuwakot districts, has come to a halt following the landslide.",Pasang Lhamu Highway,exact,landslide,downpour,large,,0.0,0.0,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,85.201673,27.833565,1424
My Republica,http://www.myrepublica.com/news/4984/,9955,07/03/2017 06:04:00 PM,,Landslide in Bhojpur,"A couple died after being buried in a landslide.   Bharat Rai, 58, of Jimigaon in Kulung-6 and his 54-year-old wife Rammani died after the house they were living in was buried in the landslides triggered by heavy rainfall last night.","Bhojpur, Kulung, Nepal",1km,landslide,,medium,,2.0,,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.055222,27.167781,1467
Hindustan Times,http://www.hindustantimes.com/india-news/two-more-killed-in-assam-floods-more-than-3-5-lakh-people-affected/story-MmZHSSifUM78Jhd7l8lEzJ.html,9972,07/03/2017 04:00:00 PM,,Fatal landslide in Chandrapur,"Landslide kills one man in Chandrapur, Assam State during incessant rains that caused, floods, and landslides throughout the state.","Chandrapur, Kamrup Metropolitan, Assam",10km,landslide,continuous_rain,medium,unknown,1.0,0.0,,,Article sparse on details,,,,,,,,,07/05/2017 04:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.92053028,26.22247247,91
The Himalayan Times,https://thehimalayantimes.com/nepal/myagdi-landslide-displaces-five-families/,9959,09/04/2016 06:04:00 PM,,Landslide at Bhagawati,"Five families have been displaced due to the risk of landslide in Bhagawati-1 in Myagdi district.  The families of Kamala Karki, Hari Darjee, Sharan Bahadur Darjee, Rammaya Karki and Gyan Bahadur Karki have been displaced after land above the settlement started sliding.","Bhagawati, Myagdi, Nepal",5km,landslide,rain,medium,,0.0,0.0,,,,,,,,,,,,07/03/2017 06:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,83.498645,28.377188,1246
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9951,07/03/2017 02:33:00 PM,,Landslide hits Jorabat,"Article very sparse on details. One of two landslides besides the one at the police station to hit Jorabat on about 7/3, following heavy rain on Sunday 7/2.","Jorabat, Assam State, India",5km,landslide,downpour,small,unknown,0.0,0.0,,,,,,,,,,,,07/05/2017 02:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.85158907,26.1061808,204
